Source;Destination;Date;Time;Duration;TotalSeats;OpenSeats;Price;
Seattle;Toronto;20170501;04:32;10.3;345;345;211;
Seattle;Toronto;20170501;22:11;8.8;271;271;1054;
Seattle;Toronto;20170502;01:39;5.1;224;224;1936;
Seattle;Toronto;20170502;12:08;4.9;299;299;1780;
Seattle;Toronto;20170503;07:58;6.1;399;399;736;
Seattle;Toronto;20170503;14:31;1.5;275;275;1858;
Seattle;Toronto;20170504;01:55;13.4;240;240;1236;
Seattle;Toronto;20170504;16:55;1.6;292;292;1718;
Seattle;Toronto;20170505;06:12;9.7;244;244;1702;
Seattle;Toronto;20170505;23:31;7.0;365;365;649;
Seattle;Toronto;20170506;12:25;14.2;337;337;331;
Seattle;Toronto;20170506;22:40;9.3;275;275;980;
Seattle;Toronto;20170507;12:04;0.5;313;313;1742;
Seattle;Toronto;20170507;14:15;1.0;303;303;1086;
Seattle;Toronto;20170508;00:15;14.4;306;306;1546;
Seattle;Toronto;20170508;20:19;2.0;258;258;1922;
Seattle;Toronto;20170509;04:47;0.8;379;379;680;
Seattle;Toronto;20170509;18:19;7.5;265;265;982;
Seattle;Toronto;20170510;07:54;6.5;299;299;1376;
Seattle;Toronto;20170510;23:46;5.4;223;223;1817;
Seattle;Toronto;20170511;01:51;14.9;343;343;1556;
Seattle;Toronto;20170511;17:06;8.2;332;332;1179;
Seattle;Toronto;20170512;08:18;1.8;381;381;1232;
Seattle;Toronto;20170512;21:52;5.3;250;250;695;
Seattle;Toronto;20170513;11:27;5.8;241;241;1042;
Seattle;Toronto;20170513;23:23;10.9;386;386;355;
Seattle;Toronto;20170514;02:49;11.7;257;257;1398;
Seattle;Toronto;20170514;16:27;5.8;316;316;393;
Seattle;Toronto;20170515;08:42;5.9;231;231;1409;
Seattle;Toronto;20170515;21:29;2.1;238;238;1849;
Seattle;Toronto;20170516;05:08;14.8;227;227;1396;
Seattle;Toronto;20170516;16:36;11.0;250;250;1896;
Seattle;Toronto;20170517;09:21;14.7;382;382;1347;
Seattle;Toronto;20170517;21:59;9.6;367;367;816;
Seattle;Toronto;20170518;00:46;15.7;342;342;802;
Seattle;Toronto;20170518;13:42;1.0;340;340;538;
Seattle;Toronto;20170519;11:11;13.9;315;315;765;
Seattle;Toronto;20170519;18:49;11.7;317;317;1929;
Seattle;Toronto;20170520;04:29;3.1;273;273;1898;
Seattle;Toronto;20170520;16:37;1.9;313;313;329;
Seattle;Toronto;20170521;11:41;3.5;352;352;1172;
Seattle;Toronto;20170521;23:12;0.2;217;217;1975;
Seattle;Toronto;20170522;12:52;4.3;301;301;1340;
Seattle;Toronto;20170522;16:10;4.8;396;396;535;
Seattle;Toronto;20170523;08:57;11.6;215;215;1688;
Seattle;Toronto;20170523;12:14;13.9;223;223;1940;
Seattle;Toronto;20170524;04:17;3.4;278;278;434;
Seattle;Toronto;20170524;15:45;14.4;343;343;1535;
Seattle;Toronto;20170525;11:11;14.0;267;267;1902;
Seattle;Toronto;20170525;13:07;2.9;310;310;1769;
Seattle;Toronto;20170526;09:06;12.3;394;394;1265;
Seattle;Toronto;20170526;17:54;5.7;226;226;600;
Seattle;Toronto;20170527;05:41;10.2;333;333;672;
Seattle;Toronto;20170527;21:07;10.2;365;365;723;
Seattle;Toronto;20170528;05:11;6.0;261;261;227;
Seattle;Toronto;20170528;21:19;3.9;337;337;218;
Seattle;Toronto;20170529;12:59;3.8;380;380;1324;
Seattle;Toronto;20170529;13:49;11.4;290;290;882;
Seattle;Toronto;20170530;03:00;0.8;314;314;524;
Seattle;Toronto;20170530;19:53;10.7;359;359;1214;
Seattle;Toronto;20170531;09:02;6.3;333;333;1726;
Seattle;Toronto;20170531;19:29;4.6;364;364;1422;
Seattle;Montreal;20170501;04:30;11.1;265;265;1129;
Seattle;Montreal;20170501;19:37;2.5;220;220;950;
Seattle;Montreal;20170502;05:18;12.3;228;228;363;
Seattle;Montreal;20170502;23:34;11.3;389;389;1518;
Seattle;Montreal;20170503;10:14;15.1;329;329;546;
Seattle;Montreal;20170503;19:27;10.6;372;372;1831;
Seattle;Montreal;20170504;08:14;6.7;379;379;912;
Seattle;Montreal;20170504;22:19;14.0;347;347;1753;
Seattle;Montreal;20170505;09:04;10.4;256;256;1418;
Seattle;Montreal;20170505;17:25;2.3;201;201;1677;
Seattle;Montreal;20170506;04:10;13.3;340;340;350;
Seattle;Montreal;20170506;14:02;3.0;395;395;1799;
Seattle;Montreal;20170507;02:08;9.6;202;202;1781;
Seattle;Montreal;20170507;21:22;0.9;324;324;946;
Seattle;Montreal;20170508;10:38;5.7;281;281;1032;
Seattle;Montreal;20170508;17:42;11.1;398;398;363;
Seattle;Montreal;20170509;01:09;1.6;369;369;751;
Seattle;Montreal;20170509;22:26;1.8;264;264;1791;
Seattle;Montreal;20170510;06:13;2.4;368;368;1795;
Seattle;Montreal;20170510;17:20;6.9;246;246;1732;
Seattle;Montreal;20170511;03:25;13.4;381;381;1873;
Seattle;Montreal;20170511;21:57;2.6;389;389;333;
Seattle;Montreal;20170512;07:37;14.9;335;335;695;
Seattle;Montreal;20170512;16:06;8.5;353;353;1689;
Seattle;Montreal;20170513;01:17;11.9;332;332;1341;
Seattle;Montreal;20170513;19:03;2.8;225;225;1253;
Seattle;Montreal;20170514;07:33;2.9;361;361;1513;
Seattle;Montreal;20170514;20:24;1.7;236;236;989;
